Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Other  Rabi pulses,2006,Rabi       ,Uttar Pradesh,419943,405970,590.5,53630920.53,92387.46,1.019714286
Other Kharif pulses,2006,Kharif     ,Uttar Pradesh,606775,330090,590.5,77491235.25,133490.5,0.543857143
Potato,2006,Rabi       ,Uttar Pradesh,469301,10247912,590.5,59934430.71,103246.22,20.56657143
Rapeseed &Mustard,2006,Rabi       ,Uttar Pradesh,599187,612604,590.5,76522171.77,131821.14,0.904857143
Rice,2006,Kharif     ,Uttar Pradesh,5902577,11082993,590.5,753818108.7,1298566.94,1.846
Rice,2006,Summer     ,Uttar Pradesh,18175,40620,590.5,2321129.25,3998.5,1.995
Sannhamp,2006,Kharif     ,Uttar Pradesh,3248,903,590.5,414802.08,714.56,0.292142857
Sesamum,2006,Kharif     ,Uttar Pradesh,140351,23629,590.5,17924226.21,30877.22,0.16484375
Small millets,2006,Kharif     ,Uttar Pradesh,17136,10517,590.5,2188438.56,3769.92,0.65969697
Soyabean,2006,Kharif     ,Uttar Pradesh,7494,7314,590.5,957058.74,1648.68,0.982173913
Sugarcane,2006,Kharif     ,Uttar Pradesh,2246520,133949379,590.5,286903069.2,494234.4,51.90457143
Sunflower,2006,Summer     ,Uttar Pradesh,13783,20608,590.5,1760226.93,3032.26,1.47
Sweet potato,2006,Kharif     ,Uttar Pradesh,18853,257323,590.5,2407716.63,4147.66,13.64421875
Tobacco,2006,Rabi       ,Uttar Pradesh,23227,123614,590.5,2966320.17,5109.94,5.3048
Tobacco,2006,Summer     ,Uttar Pradesh,490,1445,590.5,62577.9,107.8,2.972857143
Turmeric,2006,Rabi       ,Uttar Pradesh,1625,5526,590.5,207528.75,357.5,3.393243243
Wheat,2006,Rabi       ,Uttar Pradesh,9197642,25443428,590.5,1174630860,2023481.24,2.725428571
Arhar/Tur,2006,Kharif     ,Uttarakhand,1827,995,1178.9,233326.17,401.94,0.666666667
Bajra,2006,Kharif     ,Uttarakhand,11,13,1178.9,1404.81,2.42,1.11
Barley,2006,Rabi       ,Uttarakhand,24080,27699,1178.9,3075256.8,5297.6,1.233846154
Garlic,2006,Whole Year ,Uttarakhand,2382,16735,1178.9,304205.22,524.04,5.73173913
Gram,2006,Rabi       ,Uttarakhand,877,674,1178.9,112001.67,192.94,0.589166667
Groundnut,2006,Kharif     ,Uttarakhand,1749,1888,1178.9,223364.79,384.78,1.008
Horse-gram,2006,Kharif     ,Uttarakhand,9523,6745,1178.9,1216182.33,2095.06,0.695454545
Linseed,2006,Rabi       ,Uttarakhand,40,15,1178.9,5108.4,8.8,0.38
Maize,2006,Kharif     ,Uttarakhand,27163,35850,1178.9,3468986.73,5975.86,1.138461538
Maize,2006,Rabi       ,Uttarakhand,81,131,1178.9,10344.51,17.82,1.626666667
Masoor,2006,Rabi       ,Uttarakhand,12677,5846,1178.9,1618979.67,2788.94,0.550769231
Moong(Green Gram),2006,Kharif     ,Uttarakhand,2,2,1178.9,255.42,0.44,1
Moong(Green Gram),2006,Rabi       ,Uttarakhand,30,13,1178.9,3831.3,6.6,0.43
Moth,2006,Kharif     ,Uttarakhand,10,3,1178.9,1277.1,2.2,0.3
Onion,2006,Whole Year ,Uttarakhand,2116,11886,1178.9,270234.36,465.52,6.464615385
Other  Rabi pulses,2006,Rabi       ,Uttarakhand,50,18,1178.9,6385.5,11,0.298333333
Other Cereals,2006,Kharif     ,Uttarakhand,4615,1971,1178.9,589381.65,1015.3,0.43625
Other Cereals,2006,Rabi       ,Uttarakhand,682,407,1178.9,87098.22,150.04,0.51
Other Kharif pulses,2006,Kharif     ,Uttarakhand,12863,7757,1178.9,1642733.73,2829.86,0.631818182
Peas & beans (Pulses),2006,Rabi       ,Uttarakhand,5003,4902,1178.9,638933.13,1100.66,0.772307692
Potato,2006,Kharif     ,Uttarakhand,8274,83792,1178.9,1056672.54,1820.28,9.942727273
Potato,2006,Rabi       ,Uttarakhand,7099,77930,1178.9,906613.29,1561.78,9.773846154
Ragi,2006,Kharif     ,Uttarakhand,125640,171181,1178.9,16045484.4,27640.8,1.390909091
Rapeseed &Mustard,2006,Rabi       ,Uttarakhand,13480,7582,1178.9,1721530.8,2965.6,0.453846154
Rice,2006,Kharif     ,Uttarakhand,273662,540128,1178.9,34949374.02,60205.64,1.645384615
Rice,2006,Rabi       ,Uttarakhand,9923,31208,1178.9,1267266.33,2183.06,3.145
Sesamum,2006,Kharif     ,Uttarakhand,1799,431,1178.9,229750.29,395.78,0.233076923
Small millets,2006,Kharif     ,Uttarakhand,71050,84239,1178.9,9073795.5,15631,1.161818182
Soyabean,2006,Kharif     ,Uttarakhand,9327,12329,1178.9,1191151.17,2051.94,0.994166667
Sugarcane,2006,Whole Year ,Uttarakhand,118869,7267238,1178.9,15180759.99,26151.18,61.44
Sunflower,2006,Kharif     ,Uttarakhand,47,57,1178.9,6002.37,10.34,1.23
Tobacco,2006,Whole Year ,Uttarakhand,13,44,1178.9,1660.23,2.86,2.857142857
Turmeric,2006,Whole Year ,Uttarakhand,207,475,1178.9,26435.97,45.54,1.915
Urad,2006,Kharif     ,Uttarakhand,10941,7023,1178.9,1397275.11,2407.02,0.634615385
Urad,2006,Rabi       ,Uttarakhand,335,211,1178.9,42782.85,73.7,0.63
Wheat,2006,Rabi       ,Uttarakhand,377870,796548,1178.9,48257777.7,83131.4,1.760769231
other oilseeds,2006,Kharif     ,Uttarakhand,831,451,1178.9,106127.01,182.82,0.587
other oilseeds,2006,Rabi       ,Uttarakhand,1035,540,1178.9,132179.85,227.7,0.336666667
Arhar/Tur,2007,Kharif     ,Haryana,28779,30600,443.8,3839118.6,4604.64,0.842105263
Bajra,2007,Kharif     ,Haryana,627983,1156000,443.8,83772932.2,100477.28,2.016
Barley,2007,Rabi       ,Haryana,39528,120000,443.8,5273035.2,6324.48,1.846
Castor seed,2007,Kharif     ,Haryana,2098,1900,443.8,279873.2,335.68,0.762
Cotton(lint),2007,Kharif     ,Haryana,482474,1882000,443.8,64362031.6,77195.84,1.882777778
Dry chillies,2007,Whole Year ,Haryana,1321,13800,443.8,176221.4,211.36,8.716428571
Garlic,2007,Whole Year ,Haryana,586,3700,443.8,78172.4,93.76,5.104
Gram,2007,Rabi       ,Haryana,107338,54000,443.8,14318889.2,17174.08,0.3785
Groundnut,2007,Kharif     ,Haryana,1314,1000,443.8,175287.6,210.24,0.598333333
Horse-gram,2007,Kharif     ,Haryana,458,100,443.8,61097.2,73.28,0.0825
Jowar,2007,Kharif     ,Haryana,90728,41000,443.8,12103115.2,14516.48,0.297692308
Maize,2007,Kharif     ,Haryana,13777,37000,443.8,1837851.8,2204.32,0.979375
Masoor,2007,Rabi       ,Haryana,3430,2600,443.8,457562,548.8,0.786923077
Moong(Green Gram),2007,Kharif     ,Haryana,21796,9600,443.8,2907586.4,3487.36,0.193529412
Moth,2007,Kharif     ,Haryana,2798,400,443.8,373253.2,447.68,0.21
Onion,2007,Whole Year ,Haryana,3193,63700,443.8,425946.2,510.88,18.20733333
Other Kharif pulses,2007,Kharif     ,Haryana,2840,1200,443.8,378856,454.4,0.38
Peas & beans (Pulses),2007,Rabi       ,Haryana,1040,1200,443.8,138736,166.4,0.663333333
Potato,2007,Whole Year ,Haryana,9917,177600,443.8,1322927.8,1586.72,15.53166667
Rapeseed &Mustard,2007,Rabi       ,Haryana,496483,597000,443.8,66230832.2,79437.28,1.2295
Rice,2007,Kharif     ,Haryana,1072545,3606000,443.8,143077503,171607.2,3.191578947
Sannhamp,2007,Whole Year ,Haryana,273,100,443.8,36418.2,43.68,0.070833333
Sesamum,2007,Kharif     ,Haryana,2741,1000,443.8,365649.4,438.56,0.206842105
Sugarcane,2007,Whole Year ,Haryana,140365,8850000,443.8,18724691,22458.4,50.77
Sunflower,2007,Rabi       ,Haryana,8655,16200,443.8,1154577,1384.8,1.3925
Sweet potato,2007,Whole Year ,Haryana,65,1200,443.8,8671,10.4,12.7775
Urad,2007,Kharif     ,Haryana,3511,1400,443.8,468367.4,561.76,0.314545455
Wheat,2007,Rabi       ,Haryana,2460680,10232000,443.8,328254712,393708.8,4.036
Arhar/Tur,2007,Kharif     ,Himachal Pradesh,49,17,1095.4,6536.6,7.84,0.336
Barley,2007,Rabi       ,Himachal Pradesh,23509,30675,1095.4,3136100.6,3761.44,1.320909091
Coriander,2007,Rabi       ,Himachal Pradesh,236,68,1095.4,31482.4,37.76,0.252
Cotton(lint),2007,Kharif     ,Himachal Pradesh,63,29,1095.4,8404.2,10.08,0.506666667
Dry chillies,2007,Kharif     ,Himachal Pradesh,669,254,1095.4,89244.6,107.04,0.399
Garlic,2007,Rabi       ,Himachal Pradesh,4299,5486,1095.4,573486.6,687.84,1.125
Ginger,2007,Kharif     ,Himachal Pradesh,2273,25538,1095.4,303218.2,363.68,10.15
Gram,2007,Rabi       ,Himachal Pradesh,1452,1372,1095.4,193696.8,232.32,0.815555556
Groundnut,2007,Kharif     ,Himachal Pradesh,97,94,1095.4,12939.8,15.52,1.038
Horse-gram,2007,Kharif     ,Himachal Pradesh,2422,1097,1095.4,323094.8,387.52,0.444
Linseed,2007,Rabi       ,Himachal Pradesh,1571,395,1095.4,209571.4,251.36,0.216666667
Maize,2007,Kharif     ,Himachal Pradesh,300150,682615,1095.4,40040010,48024,2.303333333
Masoor,2007,Kharif     ,Himachal Pradesh,607,352,1095.4,80973.8,97.12,0.671
Moong(Green Gram),2007,Kharif     ,Himachal Pradesh,685,324,1095.4,91379,109.6,0.467142857
Moth,2007,Kharif     ,Himachal Pradesh,9,3,1095.4,1200.6,1.44,0.276666667
Onion,2007,Rabi       ,Himachal Pradesh,823,7036,1095.4,109788.2,131.68,8.408
Other  Rabi pulses,2007,Rabi       ,Himachal Pradesh,25,9,1095.4,3335,4,0.423333333
Other Kharif pulses,2007,Kharif     ,Himachal Pradesh,1745,602,1095.4,232783,279.2,0.37
Peas & beans (Pulses),2007,Kharif     ,Himachal Pradesh,10051,22296,1095.4,1340803.4,1608.16,1.791818182
Potato,2007,Kharif     ,Himachal Pradesh,13583,123839,1095.4,1811972.2,2173.28,9.051666667
Ragi,2007,Kharif     ,Himachal Pradesh,1845,2489,1095.4,246123,295.2,1.117142857
Rapeseed &Mustard,2007,Rabi       ,Himachal Pradesh,8758,3580,1095.4,1168317.2,1401.28,0.479
Rice,2007,Kharif     ,Himachal Pradesh,78571,121453,1095.4,10481371.4,12571.36,1.686363636
Sannhamp,2007,Kharif     ,Himachal Pradesh,32,6,1095.4,4268.8,5.12,0.185
Sesamum,2007,Kharif     ,Himachal Pradesh,3586,1269,1095.4,478372.4,573.76,0.337777778
Small millets,2007,Kharif     ,Himachal Pradesh,7443,5463,1095.4,992896.2,1190.88,0.657142857
Soyabean,2007,Kharif     ,Himachal Pradesh,626,1052,1095.4,83508.4,100.16,1.575
Sugarcane,2007,Kharif     ,Himachal Pradesh,2697,58442,1095.4,359779.8,431.52,13.81285714
Turmeric,2007,Kharif     ,Himachal Pradesh,142,72,1095.4,18942.8,22.72,0.476666667
Urad,2007,Kharif     ,Himachal Pradesh,12259,6315,1095.4,1635350.6,1961.44,0.455
Wheat,2007,Rabi       ,Himachal Pradesh,366592,504360,1095.4,48903372.8,58654.72,1.500833333
Arhar/Tur,2007,Kharif     ,Punjab,6000,5400,527.2,800400,960,0.948333333
Bajra,2007,Kharif     ,Punjab,4000,4000,527.2,533600,640,1
Barley,2007,Rabi       ,Punjab,16000,57000,527.2,2134400,2560,3.5
Cotton(lint),2007,Kharif     ,Punjab,604000,2355000,527.2,80573600,96640,4.037272727
Gram,2007,Rabi       ,Punjab,2700,2800,527.2,360180,432,1.006666667
Groundnut,2007,Kharif     ,Punjab,3100,2700,527.2,413540,496,0.9625
Guar seed,2007,Kharif     ,Punjab,21900,18200,527.2,2921460,3504,0.772
Jowar,2007,Kharif     ,Punjab,100,100,527.2,13340,16,1
Maize,2007,Kharif     ,Punjab,153000,521000,527.2,20410200,24480,3.560833333
Masoor,2007,Rabi       ,Punjab,1200,600,527.2,160080,192,0.594285714
Moong(Green Gram),2007,Kharif     ,Punjab,11700,8400,527.2,1560780,1872,0.779166667
Rapeseed &Mustard,2007,Rabi       ,Punjab,28000,33000,527.2,3735200,4480,1.181176471
Rice,2007,Kharif     ,Punjab,2610000,10489000,527.2,348174000,417600,3.968
Sesamum,2007,Kharif     ,Punjab,8200,2700,527.2,1093880,1312,0.392727273
Urad,2007,Kharif     ,Punjab,3500,1600,527.2,466900,560,0.486666667
Wheat,2007,Rabi       ,Punjab,3488000,15720000,527.2,465299200,558080,4.4775
Arhar/Tur,2007,Kharif     ,Uttar Pradesh,368230,327918,672.9,49121882,58916.8,0.910869565
Bajra,2007,Kharif     ,Uttar Pradesh,876979,1336355,672.9,116988998.6,140316.64,1.394516129
Barley,2007,Rabi       ,Uttar Pradesh,155298,327908,672.9,20716753.2,24847.68,1.986571429
Coriander,2007,Rabi       ,Uttar Pradesh,5594,3241,672.9,746239.6,895.04,0.577931034
Cotton(lint),2007,Kharif     ,Uttar Pradesh,4260,1162,672.9,568284,681.6,0.247272727
Dry chillies,2007,Kharif     ,Uttar Pradesh,15658,15093,672.9,2088777.2,2505.28,0.964461538
Ginger,2007,Kharif     ,Uttar Pradesh,900,2035,672.9,120060,144,2.035333333
Gram,2007,Rabi       ,Uttar Pradesh,504777,376040,672.9,67337251.8,80764.32,0.908695652
Groundnut,2007,Kharif     ,Uttar Pradesh,98981,59174,672.9,13204065.4,15836.96,0.627735849
Guar seed,2007,Kharif     ,Uttar Pradesh,2370,1988,672.9,316158,379.2,0.842363636
Jowar,2007,Kharif     ,Uttar Pradesh,211640,172805,672.9,28232776,33862.4,0.829666667
Linseed,2007,Rabi       ,Uttar Pradesh,30267,7620,672.9,4037617.8,4842.72,0.265348837
Maize,2007,Kharif     ,Uttar Pradesh,812088,1167245,672.9,108332539.2,129934.08,1.360289855
Maize,2007,Rabi       ,Uttar Pradesh,3627,10185,672.9,483841.8,580.32,2.78
Maize,2007,Summer     ,Uttar Pradesh,21930,31514,672.9,2925462,3508.8,1.430714286
Masoor,2007,Rabi       ,Uttar Pradesh,507235,367669,672.9,67665149,81157.6,0.750869565
Moong(Green Gram),2007,Kharif     ,Uttar Pradesh,31082,6183,672.9,4146338.8,4973.12,0.191636364
Moong(Green Gram),2007,Summer     ,Uttar Pradesh,31600,20085,672.9,4215440,5056,0.616896552
Onion,2007,Rabi       ,Uttar Pradesh,9846,137576,672.9,1313456.4,1575.36,13.97314286
Onion,2007,Summer     ,Uttar Pradesh,11716,158183,672.9,1562914.4,1874.56,13.49166667
Other  Rabi pulses,2007,Rabi       ,Uttar Pradesh,319752,299995,672.9,42654916.8,51160.32,1.063285714
Potato,2007,Rabi       ,Uttar Pradesh,504858,11094868,672.9,67348057.2,80777.28,20.87428571
Rapeseed &Mustard,2007,Rabi       ,Uttar Pradesh,627431,726256,672.9,83699295.4,100388.96,1.005142857
Rice,2007,Kharif     ,Uttar Pradesh,5690539,11731754,672.9,759117902.6,910486.24,1.962
Rice,2007,Summer     ,Uttar Pradesh,18849,48358,672.9,2514456.6,3015.84,2.152142857
Sannhamp,2007,Kharif     ,Uttar Pradesh,2533,491,672.9,337902.2,405.28,0.191
Sesamum,2007,Kharif     ,Uttar Pradesh,152905,23491,672.9,20397527,24464.8,0.159833333
Small millets,2007,Kharif     ,Uttar Pradesh,13053,7868,672.9,1741270.2,2088.48,0.608076923
Soyabean,2007,Kharif     ,Uttar Pradesh,4834,3239,672.9,644855.6,773.44,0.676428571
Sugarcane,2007,Kharif     ,Uttar Pradesh,2178987,124665288,672.9,290676865.8,348637.92,49.74928571
Sunflower,2007,Summer     ,Uttar Pradesh,13034,21134,672.9,1738735.6,2085.44,2.062972973
Sweet potato,2007,Kharif     ,Uttar Pradesh,18424,248042,672.9,2457761.6,2947.84,13.46731343
Tobacco,2007,Rabi       ,Uttar Pradesh,24951,139600,672.9,3328463.4,3992.16,5.514615385
Tobacco,2007,Summer     ,Uttar Pradesh,496,1233,672.9,66166.4,79.36,2.492222222
Turmeric,2007,Rabi       ,Uttar Pradesh,1368,4199,672.9,182491.2,218.88,3.044545455
Urad,2007,Kharif     ,Uttar Pradesh,342102,150004,672.9,45636406.8,54736.32,0.515294118
Urad,2007,Summer     ,Uttar Pradesh,51281,28758,672.9,6840885.4,8204.96,0.57245614
Wheat,2007,Rabi       ,Uttar Pradesh,9114880,25679089,672.9,1215924992,1458380.8,2.723571429
Arhar/Tur,2007,Kharif     ,Uttarakhand,2932,2221,1924.3,391128.8,469.12,0.801666667
Bajra,2007,Kharif     ,Uttarakhand,42,40,1924.3,5602.8,6.72,0.95
Barley,2007,Rabi       ,Uttarakhand,24704,25856,1924.3,3295513.6,3952.64,1.125384615
Dry chillies,2007,Kharif     ,Uttarakhand,5671,2000,1924.3,756511.4,907.36,0.3025
Garlic,2007,Whole Year ,Uttarakhand,2468,17100,1924.3,329231.2,394.88,5.487916667
Gram,2007,Rabi       ,Uttarakhand,756,519,1924.3,100850.4,120.96,0.519166667
Groundnut,2007,Kharif     ,Uttarakhand,1546,1318,1924.3,206236.4,247.36,0.792
Horse-gram,2007,Kharif     ,Uttarakhand,9001,7005,1924.3,1200733.4,1440.16,0.749090909
Maize,2007,Kharif     ,Uttarakhand,28000,43659,1924.3,3735200,4480,1.223846154
Maize,2007,Summer     ,Uttarakhand,82,133,1924.3,10938.8,13.12,1.636666667
Masoor,2007,Rabi       ,Uttarakhand,10873,4950,1924.3,1450458.2,1739.68,0.500769231
Moong(Green Gram),2007,Kharif     ,Uttarakhand,8,3,1924.3,1067.2,1.28,0.416666667
Moong(Green Gram),2007,Summer     ,Uttarakhand,14,6,1924.3,1867.6,2.24,0.316666667
Moth,2007,Kharif     ,Uttarakhand,8,3,1924.3,1067.2,1.28,0.38
Onion,2007,Whole Year ,Uttarakhand,1976,10098,1924.3,263598.4,316.16,5.836923077
Other  Rabi pulses,2007,Rabi       ,Uttarakhand,93,41,1924.3,12406.2,14.88,0.425
Other Cereals,2007,Kharif     ,Uttarakhand,70087,81412,1924.3,9349605.8,11213.92,1.128181818
Other Cereals,2007,Rabi       ,Uttarakhand,865,623,1924.3,115391,138.4,0.721666667
Other Kharif pulses,2007,Kharif     ,Uttarakhand,11920,9140,1924.3,1590128,1907.2,0.753636364
Peas & beans (Pulses),2007,Rabi       ,Uttarakhand,3903,3518,1924.3,520660.2,624.48,0.713076923
Potato,2007,Kharif     ,Uttarakhand,7539,72247,1924.3,1005702.6,1206.24,9.379090909
Potato,2007,Rabi       ,Uttarakhand,6693,53843,1924.3,892846.2,1070.88,7.861538462
Ragi,2007,Kharif     ,Uttarakhand,122498,172157,1924.3,16341233.2,19599.68,1.544545455
Rapeseed &Mustard,2007,Rabi       ,Uttarakhand,12026,7704,1924.3,1604268.4,1924.16,0.548461538
Rice,2007,Kharif     ,Uttarakhand,259805,523203,1924.3,34657987,41568.8,1.709230769
Rice,2007,Summer     ,Uttarakhand,12364,41864,1924.3,1649357.6,1978.24,3.423333333
Sesamum,2007,Kharif     ,Uttarakhand,1961,445,1924.3,261597.4,313.76,0.243846154
Soyabean,2007,Kharif     ,Uttarakhand,9863,13234,1924.3,1315724.2,1578.08,1.133333333
Sugarcane,2007,Whole Year ,Uttarakhand,122533,7594553,1924.3,16345902.2,19605.28,62.12857143
Sunflower,2007,Kharif     ,Uttarakhand,45,43,1924.3,6003,7.2,0.96
Tobacco,2007,Whole Year ,Uttarakhand,12,36,1924.3,1600.8,1.92,3
Turmeric,2007,Whole Year ,Uttarakhand,223,403,1924.3,29748.2,35.68,1.91
Urad,2007,Kharif     ,Uttarakhand,11409,8776,1924.3,1521960.6,1825.44,0.686923077
Urad,2007,Summer     ,Uttarakhand,298,134,1924.3,39753.2,47.68,0.63
Wheat,2007,Rabi       ,Uttarakhand,372919,798233,1924.3,49747394.6,59667.04,1.673846154
other oilseeds,2007,Kharif     ,Uttarakhand,150,79,1924.3,20010,24,0.574
other oilseeds,2007,Rabi       ,Uttarakhand,1184,348,1924.3,157945.6,189.44,0.3175
Arhar/Tur,2008,Kharif     ,Haryana,33431,35800,715.6,4781970.24,3008.79,0.73
Bajra,2008,Kharif     ,Haryana,612934,1087000,715.6,87674079.36,55164.06,1.94
Barley,2008,Rabi       ,Haryana,53028,185000,715.6,7585125.12,4772.52,2.301428571
Castor seed,2008,Kharif     ,Haryana,1823,2100,715.6,260761.92,164.07,0.8775
Coriander,2008,Whole Year ,Haryana,398,800,715.6,56929.92,35.82,0.28625
Cotton(lint),2008,Kharif     ,Haryana,456086,1862000,715.6,65238541.44,41047.74,1.7835
Dry chillies,2008,Whole Year ,Haryana,1613,14500,715.6,230723.52,145.17,7.445625
Garlic,2008,Whole Year ,Haryana,492,3100,715.6,70375.68,44.28,2.916666667
Gram,2008,Rabi       ,Haryana,123563,129000,715.6,17674451.52,11120.67,0.617
Groundnut,2008,Kharif     ,Haryana,1544,1400,715.6,220853.76,138.96,0.678333333
Horse-gram,2008,Kharif     ,Haryana,520,200,715.6,74380.8,46.8,0.2725
Jowar,2008,Kharif     ,Haryana,86595,44000,715.6,12386548.8,7793.55,0.497857143
Maize,2008,Kharif     ,Haryana,11769,25200,715.6,1683437.76,1059.21,1.152222222
Masoor,2008,Rabi       ,Haryana,4858,3600,715.6,694888.32,437.22,0.639285714
Moong(Green Gram),2008,Kharif     ,Haryana,14380,6500,715.6,2056915.2,1294.2,0.197777778
Moth,2008,Kharif     ,Haryana,3133,600,715.6,448144.32,281.97,0.154285714
Onion,2008,Whole Year ,Haryana,2492,37400,715.6,356455.68,224.28,178.6530769
Peas & beans (Pulses),2008,Rabi       ,Haryana,869,900,715.6,124301.76,78.21,0.553636364
Potato,2008,Whole Year ,Haryana,11938,258600,715.6,1707611.52,1074.42,19.08769231
Rapeseed &Mustard,2008,Rabi       ,Haryana,513982,894900,715.6,73519985.28,46258.38,1.947619048
Rice,2008,Kharif     ,Haryana,1211149,3299000,715.6,173242753,109003.41,2.569
Sannhamp,2008,Whole Year ,Haryana,238,100,715.6,34043.52,21.42,0.146363636
Sesamum,2008,Kharif     ,Haryana,3644,1300,715.6,521237.76,327.96,0.157
Sugarcane,2008,Whole Year ,Haryana,90941,5242000,715.6,13008200.64,8184.69,49.621
Sunflower,2008,Rabi       ,Haryana,6544,11800,715.6,936053.76,588.96,1.646666667
Sweet potato,2008,Whole Year ,Haryana,83,1500,715.6,11872.32,7.47,12.0625
Turmeric,2008,Whole Year ,Haryana,51,500,715.6,7295.04,4.59,5.2725
Urad,2008,Kharif     ,Haryana,2580,1000,715.6,369043.2,232.2,0.258181818
Wheat,2008,Rabi       ,Haryana,2461420,11360000,715.6,352081516.8,221527.8,4.437142857
Arhar/Tur,2008,Kharif     ,Himachal Pradesh,15,2,1357.1,2145.6,1.35,0.193333333
Bajra,2008,Kharif     ,Himachal Pradesh,203,113,1357.1,29037.12,18.27,0.622
Barley,2008,Rabi       ,Himachal Pradesh,22601,20447,1357.1,3232847.04,2034.09,0.923636364
Coriander,2008,Rabi       ,Himachal Pradesh,136,19,1357.1,19453.44,12.24,0.165714286
Cotton(lint),2008,Kharif     ,Himachal Pradesh,45,21,1357.1,6436.8,4.05,0.48
Dry chillies,2008,Kharif     ,Himachal Pradesh,640,199,1357.1,91545.6,57.6,0.266
Garlic,2008,Rabi       ,Himachal Pradesh,4036,1246,1357.1,577309.44,363.24,0.527777778
Gram,2008,Rabi       ,Himachal Pradesh,728,290,1357.1,104133.12,65.52,0.324444444
Groundnut,2008,Kharif     ,Himachal Pradesh,81,66,1357.1,11586.24,7.29,0.91
Horse-gram,2008,Kharif     ,Himachal Pradesh,2238,868,1357.1,320123.52,201.42,0.349
Linseed,2008,Rabi       ,Himachal Pradesh,695,148,1357.1,99412.8,62.55,0.165
Maize,2008,Kharif     ,Himachal Pradesh,297718,676644,1357.1,42585582.72,26794.62,2.304166667
Masoor,2008,Rabi       ,Himachal Pradesh,661,215,1357.1,94549.44,59.49,0.468888889
Moong(Green Gram),2008,Kharif     ,Himachal Pradesh,109,45,1357.1,15591.36,9.81,0.32
Moth,2008,Kharif     ,Himachal Pradesh,23,7,1357.1,3289.92,2.07,0.206666667
Onion,2008,Rabi       ,Himachal Pradesh,776,4611,1357.1,110999.04,69.84,5.795
Other Kharif pulses,2008,Kharif     ,Himachal Pradesh,2152,689,1357.1,307822.08,193.68,0.358333333
Peas & beans (Pulses),2008,Kharif     ,Himachal Pradesh,887,1116,1357.1,126876.48,79.83,1.17
Peas & beans (Pulses),2008,Rabi       ,Himachal Pradesh,8395,11461,1357.1,1200820.8,755.55,1.122727273
Potato,2008,Kharif     ,Himachal Pradesh,7954,78928,1357.1,1137740.16,715.86,11.051
Potato,2008,Rabi       ,Himachal Pradesh,3889,24702,1357.1,556282.56,350.01,4.299
Ragi,2008,Kharif     ,Himachal Pradesh,2273,2442,1357.1,325129.92,204.57,0.958571429
Rapeseed &Mustard,2008,Rabi       ,Himachal Pradesh,8883,2373,1357.1,1270624.32,799.47,0.32
Rice,2008,Kharif     ,Himachal Pradesh,77709,118277,1357.1,11115495.36,6993.81,1.6
Sannhamp,2008,Kharif     ,Himachal Pradesh,6,1,1357.1,858.24,0.54,0.1
Sesamum,2008,Kharif     ,Himachal Pradesh,3307,1160,1357.1,473033.28,297.63,0.335555556
Small millets,2008,Kharif     ,Himachal Pradesh,5890,4294,1357.1,842505.6,530.1,0.677142857
Soyabean,2008,Kharif     ,Himachal Pradesh,738,1235,1357.1,105563.52,66.42,1.577142857
Sugarcane,2008,Kharif     ,Himachal Pradesh,2338,53068,1357.1,334427.52,210.42,15.18142857
Turmeric,2008,Kharif     ,Himachal Pradesh,208,110,1357.1,29752.32,18.72,0.54875
Urad,2008,Kharif     ,Himachal Pradesh,10637,4576,1357.1,1521516.48,957.33,0.517272727
Wheat,2008,Rabi       ,Himachal Pradesh,359961,381180,1357.1,51488821.44,32396.49,1.080833333
Arhar/Tur,2008,Kharif     ,Punjab,5900,5700,691.3,843936,531,0.965
Bajra,2008,Kharif     ,Punjab,5000,5000,691.3,715200,450,1
Barley,2008,Rabi       ,Punjab,16000,55000,691.3,2288640,1440,3.4
Cotton(lint),2008,Kharif     ,Punjab,527000,2285000,691.3,75382080,47430,4.371818182
Gram,2008,Rabi       ,Punjab,2900,3400,691.3,414816,261,1.1375
Groundnut,2008,Kharif     ,Punjab,2700,2500,691.3,386208,243,0.876666667
Guar seed,2008,Kharif     ,Punjab,27900,22200,691.3,3990816,2511,0.985
Jowar,2008,Kharif     ,Punjab,100,100,691.3,14304,9,1
Linseed,2008,Rabi       ,Punjab,100,100,691.3,14304,9,1
Maize,2008,Kharif     ,Punjab,151000,514000,691.3,21599040,13590,3.419230769
Masoor,2008,Rabi       ,Punjab,1100,600,691.3,157344,99,0.693333333
Moong(Green Gram),2008,Kharif     ,Punjab,8900,7900,691.3,1273056,801,0.900769231
Peas & beans (Pulses),2008,Rabi       ,Punjab,2000,2300,691.3,286080,180,0.964285714
Rapeseed &Mustard,2008,Rabi       ,Punjab,27000,33000,691.3,3862080,2430,1.16125
Rice,2008,Kharif     ,Punjab,2735000,11000000,691.3,391214400,246150,3.9855
Sesamum,2008,Kharif     ,Punjab,8300,2800,691.3,1187232,747,0.2775
Urad,2008,Kharif     ,Punjab,2900,1400,691.3,414816,261,0.491428571
Wheat,2008,Rabi       ,Punjab,3466000,15733000,691.3,495776640,311940,4.5035
Arhar/Tur,2008,Kharif     ,Uttar Pradesh,314785,287720,891.6,45026846.4,28330.65,0.893913043
Bajra,2008,Kharif     ,Uttar Pradesh,809300,1302073,891.6,115762272,72837,1.471290323
